"A"	"B"	"A0"	"D"	"E"	"F"	"G"	"H"	"I"	"C"	"AA"	"AB"	"AC"
"ASXL2"	16.4444444444444	0	0.142857142857143	1.14285714285714	0	0	42.7272727272727	3.23076923076923	26.25	0	0	0	0
"ADCK3"	0	36.7142857142857	0	0.214285714285714	0.9	0.25	0	0	15.75	0	16.6	0.142857142857143	0
"ANKMY1"	0	0	0.571428571428571	0	0	0	0	0	0	0	0	0	0
"ACSF3"	0	0	0	0	0	0	0.0909090909090909	0	0.125	0	0	0	0
"ABCB11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARVCF"	0	3.42857142857143	0	0	0	0	0	0.0769230769230769	0	0	0	0	0
"ASB14"	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0
"ANKRD49"	1.11111111111111	4.5	0	12.7142857142857	0	0	0	4.61538461538461	22.6875	0	0.6	0	6.33333333333333
"ATOH7"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACCN1"	4.11111111111111	0	18.1428571428571	0	0	0	0	0	0	0	0	0	0
"ACAD10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKS6"	1.22222222222222	0	0	0.928571428571429	1.5	0	0	0	6.625	0	0	0	0
"ABCF3"	0	25.1428571428571	0.142857142857143	2.71428571428571	14.4	0	0	13.3076923076923	0	27.1428571428571	0	0	0
"BAHD1"	0	0	0	1.21428571428571	0	0	0.454545454545455	0	9.1875	0	0	0	0
"ATXN10"	152.444444444444	97	175.285714285714	99.7857142857143	256.7	2.75	204.090909090909	140.846153846154	77	151.071428571429	224.4	26.2857142857143	157
"B3GNT8"	9	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf35"	0	11.2142857142857	15.1428571428571	0	0	74.875	90.8181818181818	0	13.6875	70.8571428571429	35.6	0	0
"C14orf149"	0	0	0	0.0714285714285714	0	8.625	0	0.692307692307692	3.625	0	0	61.4285714285714	0
"BRD8"	3	115.857142857143	96.7142857142857	12.8571428571429	0.1	12.125	0.0909090909090909	23.6153846153846	17.1875	0	7.2	33	0
"C11orf82"	0	0	0	0.285714285714286	0	0	0	0	0	0	0	0	0
"C16orf72"	0.666666666666667	0	0	0	2.4	0	0	20.0769230769231	4.9375	3.85714285714286	18.8	0	0
"ACTR8"	3.77777777777778	73.4285714285714	0	17.9285714285714	0	0	0	12.6923076923077	8.625	0	138	0	0
"AOX2P"	0	0	9.14285714285714	0	0	0	0	0	0	0	0	0	0
"ANXA4"	75.1111111111111	47.2142857142857	0	424.071428571429	63.2	0	0	410.461538461538	896.1875	0.142857142857143	38.4	0	107.666666666667
"C17orf47"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCL2L13"	8.44444444444444	0.571428571428571	0	1.71428571428571	0	0	0	0	23.9375	0	37.2	0	142
"BTN1A1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BMP3"	0	0	0	0	0	0	13.5454545454545	0	0	0	5.2	0	0
"ANKRD54"	0	0	0	12.2142857142857	0	0	0	0	16.1875	0	25.8	0	0
"ATP2B3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCB7"	20.2222222222222	5.07142857142857	102.857142857143	0	43	0	0	21	0	0.285714285714286	0	1.14285714285714	0
"ANKRD55"	0	0	0	0	0	0	0	0	0	0	0	0	0
"B3GNTL1"	0	0	0	0	0	0	0	0	2.9375	3.57142857142857	14.6	0	0
"BSPRY"	62.5555555555556	104.857142857143	0	46.2142857142857	0	0	0	24.9230769230769	0.4375	0	0	0	0
"AP1S2"	0.777777777777778	0	2.57142857142857	2.85714285714286	0	0	58.0909090909091	0	0	0	0.2	44.1428571428571	50.6666666666667
"BRIP1"	0	0.285714285714286	0	7.21428571428571	9.3	0	0	0.0769230769230769	0	0	0	22.4285714285714	0
"C12orf49"	0	0	0	4.07142857142857	0	2.25	0.0909090909090909	21.2307692307692	1.3125	0	0	0	0
"AZI2"	34.8888888888889	45.1428571428571	179.571428571429	11.0714285714286	34.7	0	0	64.5384615384615	25.5625	0	1	60.1428571428571	13
"ADAM6"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKHD1-EIF4EBP3"	0	0	0	1.14285714285714	0	0	0	2.76923076923077	0	0	0	0	0
"BCAR1"	14.5555555555556	1.71428571428571	0	1.35714285714286	0	0	0.272727272727273	3.76923076923077	0.125	12.2142857142857	0	0	0
"ACACA"	56.6666666666667	67.1428571428571	3.28571428571429	0	5.5	14.75	0	8.30769230769231	19.25	5.07142857142857	8	43.1428571428571	239.333333333333
"C10orf46"	120.444444444444	101.071428571429	6.14285714285714	31.2857142857143	100.2	0	69.7272727272727	79.7692307692308	44.875	9.28571428571429	90.2	216.285714285714	164.666666666667
"B3GALNT1"	1	0	0	2	1.5	27.25	0	37.1538461538462	20.5625	0	0	0	111
"ARHGAP40"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGEF3"	0	17.2857142857143	24	0	0	13.875	26.7272727272727	4.92307692307692	13.8125	38.6428571428571	0	13.7142857142857	127.666666666667
"BCL9"	6.88888888888889	38.6428571428571	0	6.71428571428571	38.7	81.875	0	1.76923076923077	18.375	0	21.8	0.857142857142857	0
"AGAP11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP13A2"	0.666666666666667	0	0	1.14285714285714	0	0	0	0	0	0	0	36	0.333333333333333
"ASB15"	0	0	0	0	0	0	0	0	0.0625	0	0	0	0
"AGMAT"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCL6B"	0	0	0	0	0	0	13.1818181818182	0	0	0	0	0	0
"ARRDC4"	2.77777777777778	0	0	8.64285714285714	0	0	0	62.3846153846154	0	11.2857142857143	40.6	20.1428571428571	0
"BPIFB3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATPAF1-AS1"	0	0	0	7.78571428571429	0	0	0	0	0	0	0	0	0
"ATP5EP2"	0.333333333333333	0.214285714285714	0.285714285714286	0.0714285714285714	0.2	0.125	0.727272727272727	0	0.125	0.214285714285714	0	0.142857142857143	0.333333333333333
"ADARB2-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACPT"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD63"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf61"	37.3333333333333	24.3571428571429	29	26	34.6	0	0	31.3846153846154	14.125	25	0	27.4285714285714	0
"BZW1"	0.666666666666667	82.2142857142857	70.7142857142857	41.5	34.7	53.25	98.9090909090909	104.538461538462	20.5	0	6.2	164.714285714286	57.3333333333333
"ALG8"	0.222222222222222	106	0	17.7142857142857	2.2	0	73.2727272727273	64.7692307692308	112.4375	0	0	0	0
"B3GALT6"	0	0	0	0	25.6	5	16.7272727272727	0	1.5625	48.0714285714286	0	0	2.66666666666667
"ADAMTS14"	0	0	0	0	0	0	0	0	0	8.07142857142857	0	0	0
"C14orf177"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf31"	63.8888888888889	146	151.857142857143	152.785714285714	70.7	24.5	118.909090909091	157.384615384615	114.625	49.9285714285714	76.8	60	150.333333333333
"BIN2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS16"	0	0	0	2.21428571428571	0	0	0	5.76923076923077	69	0	0	0	0
"AP3M2"	41.2222222222222	13.1428571428571	0	15.5714285714286	89.1	35.25	4.72727272727273	21.1538461538462	48.5625	89	0.2	30	0
"BRCA2"	0	0	0	3.5	0	0	0	8.15384615384615	28.5	0.0714285714285714	0	0	0
"C11orf41"	0	0	0	0	0	0	0	0	0	0	2.2	0	0
"ANTXR1"	0	0	46.4285714285714	0	142.4	79.625	0	0	3.875	48	0	32.2857142857143	0
"AARS"	0	0	0	1.28571428571429	0	78.875	0	15.4615384615385	7.5625	0.357142857142857	24.2	7	33.6666666666667
"ANO9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASNSD1"	36.2222222222222	30.8571428571429	22.8571428571429	14.7857142857143	0	0	0	38.6153846153846	41.875	12.7857142857143	98	67.2857142857143	111.333333333333
"ALOX15P1"	0	0	0	0	0	0	0	1	0	0	0	0	0
"C12orf37"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP29"	8.11111111111111	20.6428571428571	148	2.92857142857143	4.7	12.5	119.636363636364	0	39.25	8.64285714285714	0	73.5714285714286	0
"C17orf107"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGEF6"	0	0	3.14285714285714	0	51.1	0	210.363636363636	0	0	0	0	27	0
"BHLHE23"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C17orf28"	0.111111111111111	17.4285714285714	0	0.357142857142857	0	0	0	1.76923076923077	0	0	9.2	0	89.6666666666667
"AMN"	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0
"ABHD11-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATF6B"	19.1111111111111	6.42857142857143	0	0	0	0	59.5454545454545	1.69230769230769	2.4375	18.3571428571429	0	0	0
"C17orf105"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCRP2"	0	0	0	0	0	0	0	0	0.125	0	0	0	0
"ALLC"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTR1A"	22.5555555555556	106.928571428571	46.5714285714286	16.7142857142857	0	24.875	153.818181818182	4.23076923076923	28	56.4285714285714	31.6	0	53.3333333333333
"AADAC"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BTF3P11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP4"	0	0	0	0	0	0	0	0.230769230769231	0	0	0	0	0
"BTK"	0	4.64285714285714	0	0	0	0	0	0	0	0	0	0	0
"AMELX"	0	0	0	0	0	0	0	0	0	3.07142857142857	0	0	0
"BCL2L12"	0	0	0	11.7142857142857	0	0	0	3.30769230769231	1.625	13	0	0	0
"C12orf40"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALOX15"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C17orf110"	10.6666666666667	71.9285714285714	0	3.57142857142857	0	0	0	16.3846153846154	27.625	0	69.4	0	100.666666666667
"C16orf89"	0	0	0	0.928571428571429	0	0	0	0	0	0	0	0	0
"APOL5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATIC"	63.1111111111111	71.1428571428571	0	70.7142857142857	0	1.125	0	53.7692307692308	55.1875	45.7142857142857	1.6	80	0
"BTBD18"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCKDK"	0.555555555555556	61.5714285714286	0	19.5714285714286	0	0.875	48.4545454545455	0	25.9375	0	0	0	6.66666666666667
"C10orf12"	0	0	0	0	0	0	0	0	12.9375	0	0	0	0
"AGPAT9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP9"	0	7.28571428571429	9.42857142857143	0	0	0	0	0	0	0	0	0	0
"ABT1"	0.111111111111111	60.4285714285714	0	40.8571428571429	0	0	105.454545454545	22.8461538461538	8.25	0	143.6	89.7142857142857	0
"AFAP1"	0	16.2142857142857	0	0	73.8	0	81.2727272727273	31	0	0.142857142857143	33.8	0	3.33333333333333
"ATP5B"	450.222222222222	854.642857142857	197.142857142857	481.285714285714	432.8	274.875	342.909090909091	780.153846153846	813.375	153.571428571429	911.2	418.857142857143	385.333333333333
"ASB10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf60"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGRP"	0	0	0	0	0	0	0	9.61538461538461	0	0	0	0	0
"C10orf131"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP5D"	29.2222222222222	44.6428571428571	85.1428571428571	36.8571428571429	45.2	4.75	21.7272727272727	70.6153846153846	78.1875	82.7857142857143	16.2	102.142857142857	26
"C11orf92"	0.111111111111111	0.571428571428571	0	1.92857142857143	0	0	0	0	6.375	0	0.4	0	0
"ANPEP"	0	0	0	1.21428571428571	0	0	0	0	0	0	0	0	0
"BAD"	0	41.9285714285714	30.2857142857143	22.0714285714286	14	49.125	24.1818181818182	11.2307692307692	14.75	49.9285714285714	69.4	74.4285714285714	5
"ANXA8L2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCMO1"	0	0	0	0.928571428571429	0	0	0	0	0	0	0	0	0
"APOBR"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BTC"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP6V1E2"	8.55555555555556	0	0	0	0	0	0	0	0	0	0	0	0
"ACTR5"	0	0	0	9.78571428571429	0	0	0	0	0	0	0	61.5714285714286	0
"APOB"	0	0	0	0.428571428571429	0	0	0	0	0	0	0	0	0
"ADRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APPL2"	40.6666666666667	0	0	6.5	0.2	26.625	21.3636363636364	47.4615384615385	0	17.4285714285714	0	0	31
"AASDH"	9	58.7142857142857	0	20.5	0	16.375	0	68.3076923076923	24.875	0	3.8	17.1428571428571	79
"ASNA1"	4.55555555555556	12.3571428571429	0	17	10.6	0	0	17.1538461538462	15.875	16.2857142857143	17.4	31.4285714285714	12.6666666666667
"ATPAF1"	59.2222222222222	14.5714285714286	0	54.5	0	0	0.0909090909090909	0	0	0	0	45.8571428571429	0
"ANAPC4"	17.4444444444444	39.5	162.714285714286	0.5	11.8	0	0	3.30769230769231	26.9375	23.2857142857143	0	0	0
"ADAP1"	0	0	0	0	0	0	8.54545454545454	0	0	0	0	0	0
"C11orf2"	0	0.214285714285714	0	40.8571428571429	0	0	32.3636363636364	63.0769230769231	18.375	38.3571428571429	8.2	7.57142857142857	8.33333333333333
"ART1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASTN1"	0	0	5.28571428571429	0	0	0	0	0	0	0	0	0	0
"ARHGAP11B"	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf37"	0.111111111111111	0.142857142857143	0	0.357142857142857	0	0	0	0.0769230769230769	0.1875	0	0	0	0
"AAK1"	27.2222222222222	0	5.85714285714286	6.57142857142857	0.4	79.625	0	1	0.3125	16.0714285714286	0.2	6.28571428571429	3.33333333333333
"BTF3L4"	54.7777777777778	20.3571428571429	37.7142857142857	34.4285714285714	0.3	90.5	13.0909090909091	41.9230769230769	85.9375	21	29.6	4.42857142857143	0.333333333333333
"BCL6"	0	0	0	0.785714285714286	0	0	0	73.3076923076923	0	0	0	0	0
"ABCA13"	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf1"	82.3333333333333	104.857142857143	54.8571428571429	102.071428571429	152.6	121.5	0	58.0769230769231	33.625	142.428571428571	1.2	26.2857142857143	62.6666666666667
"AKR1C1"	23.6666666666667	0	0	0.142857142857143	0	0	0	0	0	0	0	0	96.6666666666667
"C10orf103"	0	0	0	0	0	0	0	0	0	0	0.2	0	0
"ATP6V1G2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP5A1"	544.444444444444	777.428571428571	318.571428571429	443.142857142857	294.6	0.625	256.363636363636	593.384615384615	731.25	188.5	357	84.8571428571429	412.666666666667
"APH1B"	9.22222222222222	9.57142857142857	68.4285714285714	1.07142857142857	50.4	0	0	24.3846153846154	27.5	19.1428571428571	134.6	0	0
"ABCA7"	0	0	25.5714285714286	0	0	0	0	0	0	0	0	0	0
"ALKBH6"	39.3333333333333	0	0	2.57142857142857	0	58.875	0	2.76923076923077	10.875	33.9285714285714	18.8	0	0
"B4GALT7"	0	8.64285714285714	0	8.35714285714286	0	0	0	4.07692307692308	19.625	15	0	0	8.66666666666667
"C14orf119"	65.6666666666667	37.2857142857143	100.142857142857	83.9285714285714	163.8	1.5	19.9090909090909	133.076923076923	27.9375	106.928571428571	63	31.2857142857143	107
"AMDHD1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS13"	12.7777777777778	0	0	0	0	0	0	0	0	0	3.8	0	0
"ACTRT1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS19"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP15"	0	0	31.1428571428571	0	0	1.5	0	0	0	9.92857142857143	0	16.8571428571429	0
"C16orf55"	13.3333333333333	2.71428571428571	0	2.64285714285714	5.4	0	1.90909090909091	2.23076923076923	1.1875	2.28571428571429	0	1.14285714285714	0.333333333333333
"C16orf54"	0	0	2.57142857142857	0	0	0	0	0	0	0	1.4	0	0
"ATF2"	30.7777777777778	48.8571428571429	4	10.3571428571429	8.5	0	35.4545454545455	12.0769230769231	6.125	5.85714285714286	41.6	0	0
"BUD13"	20.3333333333333	17.7142857142857	10.7142857142857	2.35714285714286	0	0	0	19	0.5	0	0	0	0
"C15orf62"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCB1"	0	0	0	0	0	0	0.818181818181818	0	0	0	0.2	0	0
"ALPK1"	0	0	0	0	4.9	0	29.2727272727273	0	0	0	0	0	0
"ACSS2"	0	0	0	0	0	0	54.9090909090909	37.1538461538462	0	0	0	0	0
"ARPC5"	132.777777777778	126.857142857143	0	34.3571428571429	501	2	165.545454545455	121.538461538462	64.0625	56.0714285714286	53.8	99.7142857142857	0.333333333333333
"AWAT2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf116"	0	0	0	0	331	0	0	0	0	0	0	72.2857142857143	0
"ARL4A"	1.22222222222222	51.2142857142857	0	19.3571428571429	110.9	0	0	9.46153846153846	0.3125	9.07142857142857	0	38.4285714285714	0
"C14orf132"	22.1111111111111	21.5714285714286	0	1.85714285714286	0	0	10.6363636363636	0.461538461538462	1.125	0	10	0	16
"BIVM"	12.7777777777778	34.9285714285714	63.1428571428571	4.71428571428571	0	0	6.90909090909091	3	0	0	12.2	0	0
"ADCYAP1R1"	0	0	0	0	1.7	12.125	0	0	0	0	0	0	0
"ACCN5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCA4"	0	0	39	0	0	0	0	0	0	0	0	0	0
"BUB1"	0	0	0	0	0	0	0	0	4	0	0	0	0
"ADD2"	0	0.428571428571429	0	0.142857142857143	0	0	0	0	0	0	0	0	0
"B3GAT3"	0.222222222222222	0	0	1.92857142857143	4.6	0	0.636363636363636	1.30769230769231	0	1.21428571428571	0	0	0
"ATP2B4"	67.3333333333333	188.142857142857	91	21.7857142857143	184.9	206.125	20.4545454545455	31.1538461538462	54.625	170.071428571429	114.6	83.1428571428571	72
"APBB3"	0	0	0	0	0	0	0	0.0769230769230769	1	0	0	1	0
"ACADS"	0	0.142857142857143	0	5.21428571428571	0	0	0	20.5384615384615	0	0	0	0	0
"ACVR1B"	57.5555555555556	4.92857142857143	0	5.85714285714286	0	0	0	45.6923076923077	0	0	0	26.1428571428571	0
"ATRN"	5	1	0	73.7857142857143	0	17.25	0.0909090909090909	118.692307692308	15.4375	0.785714285714286	12.2	0.285714285714286	44.6666666666667
"ASF1A"	62.6666666666667	57.5714285714286	37.4285714285714	36.8571428571429	31	0	27.4545454545455	61.5384615384615	77.125	0	37	0	0
"AMH"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BAI3"	0	0	0	0	0	0	0	0	0	0.214285714285714	0	0	167
"C14orf180"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf86"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP1B1"	34	16.5	0.285714285714286	36.5714285714286	0	39.625	0	60.4615384615385	129.0625	1.42857142857143	0.4	0	0.666666666666667
"B9D2"	18.4444444444444	8.85714285714286	0	2.21428571428571	0	0	0	7.53846153846154	0.5625	0	7.4	0	0
"AMPD1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD13D"	0.111111111111111	0	0	1.28571428571429	0	5.5	0	0	0	0.5	0	0	0
"ARID5B"	37.4444444444444	58	0	6.71428571428571	43	10.875	41.6363636363636	2.15384615384615	31.5625	13.2142857142857	0	26.4285714285714	5.66666666666667
"C10orf27"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD10"	29.7777777777778	129.714285714286	53.5714285714286	111.785714285714	98.7	54.875	56.9090909090909	46.3076923076923	107.5625	56.4285714285714	3	81.8571428571429	21
"ANXA11"	0	35	0	22.7857142857143	0	26.375	0.181818181818182	21.8461538461538	32.5625	0	22.2	0	0.666666666666667
"ADAM29"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf142"	15.4444444444444	26.5714285714286	0	2.35714285714286	7.4	0	10	54.6153846153846	11.9375	0	34.8	1.57142857142857	0
"C10orf32"	50.7777777777778	42.2142857142857	49.1428571428571	22.8571428571429	25.8	28.625	38.7272727272727	125.230769230769	51.125	91.2857142857143	109.4	24.7142857142857	84.6666666666667
"C15orf24"	20.5555555555556	1.92857142857143	3.57142857142857	1.64285714285714	73.4	0	0	0	4.625	17.5714285714286	36.4	56.5714285714286	24
"C15orf41"	0	21.8571428571429	0	21.7857142857143	77.1	24	0	0.615384615384615	5.75	0	8	70.1428571428571	0
"AKTIP"	8.88888888888889	0	0	38.5	0	0	0	9.61538461538461	0	0	0	0	0
"C14orf102"	0.444444444444444	2.07142857142857	0	0.857142857142857	10.4	0.25	63.5454545454545	2.53846153846154	11.375	3.14285714285714	0	6.42857142857143	2.66666666666667
"ATG3"	29.2222222222222	72.1428571428571	213	18.5714285714286	0	0	0.0909090909090909	25.7692307692308	14.5625	0	63.8	44.1428571428571	0
"BTLA"	0	0	0	0	0	0	0	0	0	0	0	0	0
"B3GNT6"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BACE1-AS"	0	0	0	0	0	0	0	0	0.8125	0	0	0	0
"C16orf5"	14.5555555555556	6.42857142857143	0	0	0.6	0	0	0	0	0	0	0	0
"BMF"	10.8888888888889	4.85714285714286	44.1428571428571	1	0	2	23.8181818181818	0	1.5	11.6428571428571	0	0	4.33333333333333
"BTBD10"	1.11111111111111	18.5714285714286	0	27	0	76.25	0.454545454545455	1.30769230769231	0	2.14285714285714	3	0	53.6666666666667
"APRT"	58.5555555555556	105.714285714286	125.142857142857	34.2857142857143	45.9	61.375	157.090909090909	29.4615384615385	63.6875	37.2142857142857	39	91.4285714285714	54.6666666666667
"ASPDH"	0	11.5	0	0	0	0	0	0	0	0	0	0	3.66666666666667
"AFG3L2"	0.888888888888889	0.428571428571429	14.1428571428571	33.7857142857143	2.7	40.25	20.9090909090909	8.92307692307692	16.5625	133.571428571429	0.4	27.8571428571429	0
"ALOX15B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASPHD1"	0.111111111111111	0	0	0	0	0	0	0	0	0.642857142857143	0	0	0
"ARL2"	17.7777777777778	37.1428571428571	0	37.5	54.2	0	33.5454545454545	39.6153846153846	50.375	5.42857142857143	0.2	11.4285714285714	0
"BMPR1B"	0	0	0	0	0	0	0	2.07692307692308	0.25	0	0	0	0
"BTBD2"	6.77777777777778	1.35714285714286	22.4285714285714	0.214285714285714	0	0	1.36363636363636	0	7	0.0714285714285714	0	0.428571428571429	0
"BID"	0	104.428571428571	38	1.5	111.6	0	49.6363636363636	8.61538461538461	37.9375	23.2857142857143	15	0	0
"ATP5J"	123.333333333333	216.642857142857	174	102.071428571429	88.5	0.125	159.545454545455	138.076923076923	159.6875	29.5714285714286	114.6	162.714285714286	164
"BTN3A1"	2.77777777777778	0	0	0	0	10.75	0	0	0	3.28571428571429	0	5.71428571428571	0
"ADAP2"	0	0	0	0	138.6	0	0	0	0	0	0	6.57142857142857	0
"ARL13B"	19.8888888888889	30.5714285714286	0	0.0714285714285714	51.5	0	0	0	2.3125	4.57142857142857	30.2	23.5714285714286	0
"ATL2"	7	30.4285714285714	11.1428571428571	3.5	60.4	0	47.2727272727273	3.76923076923077	31.625	15.8571428571429	63.2	3.42857142857143	66.3333333333333
"AGBL2"	1.11111111111111	0.5	0	1.42857142857143	0	0	0	0	0	0	0	0	24.3333333333333
"APOF"	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0
"BCCIP"	19.1111111111111	69	69.8571428571429	30.2857142857143	22.6	1.75	10.3636363636364	70.3076923076923	47.1875	125.5	1.6	8.71428571428571	189.333333333333
"ATP6V0D2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APLF"	0	0	0	10.8571428571429	0	0	29.5454545454545	11.2307692307692	0	0	0	0	0
"ADCY9"	0	0	6.28571428571429	0	0	0	0	0	0	3.14285714285714	0	0	0
"ATP6V0E1"	284.333333333333	297.071428571429	162.571428571429	86.2142857142857	47.4	87.375	130.363636363636	191.769230769231	111.625	135.071428571429	57.4	93.4285714285714	132.666666666667
"ADRA1D"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASIP"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASB6"	21.3333333333333	0	1.28571428571429	10.4285714285714	0	62	13.9090909090909	0	1.4375	0	0	0.142857142857143	0
"ANAPC1"	26.4444444444444	4.35714285714286	0	0.785714285714286	0	0	55.8181818181818	9.30769230769231	5.5	7.42857142857143	67.6	18.7142857142857	0
"AIF1"	6.22222222222222	5.92857142857143	37.7142857142857	0	0	0	0	0	0	0	2.8	0	0
"BEND5"	13.8888888888889	0	0	0.642857142857143	0	1.75	0	2.61538461538462	17.25	13.7857142857143	0	0.142857142857143	0
"C10orf111"	0.555555555555556	0	0	0.214285714285714	0	0	0	0	0	0	0.2	0	0
"A1BG"	0.333333333333333	5.85714285714286	8.85714285714286	0	11.5	0	0	0	0	1.07142857142857	2.8	0	0
"C11orf36"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKR1C3"	0.444444444444444	0	0	0	0	0	0	0	0	0	0	0	0
"ABCA9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD33"	0	0	0	0	0	0	0	0	0	0	0	0	0
"B4GALT2"	0	6.57142857142857	0	0	4.8	0	0	7.38461538461539	0	3.35714285714286	0	2.42857142857143	0
"ANKZF1"	0	0	0	1.64285714285714	0	7.375	0	7.46153846153846	7.1875	0	1.2	36	0
"ATG2A"	0	0	0	0	0	0	1.54545454545455	0.230769230769231	0	2.85714285714286	0	0	26.6666666666667
"BMP7"	0	0	0	1.28571428571429	0	0.25	0	19.5384615384615	0.0625	0	0	0	30
"ASMTL"	0	0	0	0	0	0	0	0	0	0	0	2.28571428571429	0
"BRD3"	0.111111111111111	13.9285714285714	0	35.0714285714286	12.7	0.25	3.90909090909091	22.7692307692308	1	27.1428571428571	0.8	12	0
"BDH2"	25.8888888888889	96.3571428571429	120.571428571429	26.0714285714286	24.7	0	128.272727272727	35.6923076923077	84.875	152.785714285714	0	115	0
"AASS"	0	34.0714285714286	72	50.7142857142857	0	0	63.9090909090909	0	43.125	86.0714285714286	0	92.8571428571429	0
"BTRC"	7.44444444444444	62.5	0.285714285714286	0.857142857142857	1.5	0	0	6.46153846153846	4.5625	0	21.8	0	0.666666666666667
"BARX2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOL3"	0	0	0	0	0	0	24.1818181818182	0	0	0	0	0	0
"ARL6"	0	0	0	2	0	0	0.0909090909090909	0	3.75	0	25.8	0	0
"AIRE"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BOC"	0	0.214285714285714	0	0	0	6.5	0	0	0	8.35714285714286	0	8.28571428571429	0
"BATF2"	0	0	0	2.21428571428571	0	15.625	0	0	0	0	0	0	0
"ABCG2"	0	0	0	0	0	23.75	154.272727272727	0	0	2.78571428571429	0	0	0
"BSND"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP6V1D"	17.7777777777778	238.285714285714	0	7.71428571428571	0	0	0	61.1538461538462	59.1875	41.2857142857143	38.2	0	263
"APIP"	10.8888888888889	17.2857142857143	37.8571428571429	22	0	0	0	18.3846153846154	32.125	0	119.4	23.5714285714286	56.6666666666667
